user_id,profile,monthly_incomes,mean_income,income_std,income_trend,fixed_expenses,cash_flow_health_ratio,num_income_sources,total_bills,on_time_payments,avg_delay_days,recharge_regularity,recurring_payments_detected,emi_consistency_score,total_transactions,txn_regularity_score,essential_ratio,has_recurring_savings,min_balance_maintained,avg_monthly_savings,platforms,tenure_months,platform_rating,active_days_per_month,shock_recovery_score,default
USR0497,moderate,"[23022, 24259, 24416, 21677, 20776, 16840]",21831.67,2583.37,-1259.94,13266.84,0.3923,3,17,10,4.7,0.71,2,0.71,146,0.5209,0.7904,1,0,1657,"[""Uber"", ""Ola"", ""Dunzo""]",19,4.0,16,1.0,0
USR0498,moderate,"[27343, 30109, 31783, 29288, 28456, 29560]",29423.17,1374.69,103.74,12638.29,0.5705,1,13,8,5.6,0.55,1,0.71,129,0.508,0.7444,0,0,2380,"[""Zomato""]",22,4.3,16,1.0,0
USR0499,risky,"[16383, 14626, 10500, 14600, 7611, 16323]",13340.5,3221.97,-492.71,8311.87,0.3769,1,21,10,10.3,0.3,0,0.2,72,0.5169,0.7049,0,0,221,"[""Swiggy""]",4,3.2,6,0.6667,0
USR0500,risky,"[10541, 10533, 15093, 11423, 20189, 20497]",14712.67,4267.86,2145.09,9874.81,0.3288,1,20,11,7.4,0.31,0,0.36,97,0.6027,0.7741,0,0,68,"[""Uber""]",9,3.2,8,1.0,1
USR0501,good,"[42536, 42191, 43502, 42336, 38516, 40693]",41629.0,1618.3,-611.6,16553.11,0.6024,2,22,20,0.7,0.86,2,0.98,202,0.6515,0.8204,1,1,7458,"[""UrbanClap"", ""Zomato""]",32,4.4,27,1.0,0
USR0502,moderate,"[17839, 21552, 23297, 17108, 17749, 15974]",18919.83,2600.88,-769.23,8069.56,0.5735,2,23,17,6.6,0.78,1,0.7,136,0.5248,0.7301,0,1,2671,"[""Uber"", ""UrbanClap""]",16,4.1,23,1.0,0
USR0503,good,"[42414, 45725, 43815, 43371, 44810, 42727]",43810.33,1153.38,-46.4,18230.18,0.5839,2,18,17,1.3,0.89,2,0.81,247,0.6617,0.7573,1,1,3163,"[""Uber"", ""Zomato""]",14,4.9,29,1.0,0
USR0504,moderate,"[27698, 25021, 35798, 28193, 20088, 27632]",27405.0,4662.31,-649.54,16165.06,0.4101,2,13,8,5.2,0.77,1,0.69,152,0.566,0.7321,1,1,2223,"[""Dunzo"", ""Swiggy""]",12,4.3,21,1.0,0
USR0505,risky,"[26637, 21719, 15939, 22849, 21451, 22987]",21930.33,3169.75,-346.97,15428.12,0.2965,1,15,7,10.9,0.38,0,0.43,88,0.5238,0.7572,0,0,465,"[""Uber""]",10,3.8,6,1.0,0
USR0506,good,"[33422, 33596, 34651, 34566, 33999, 31422]",33609.33,1077.95,-253.6,14520.73,0.568,1,18,15,1.1,0.83,3,0.91,227,0.6426,0.7979,1,1,3201,"[""Dunzo""]",27,4.3,25,1.0,0
USR0507,risky,"[8126, 8782, 14152, 13248, 8719, 11546]",10762.17,2356.89,457.34,7144.92,0.3361,1,20,6,5.8,0.34,0,0.22,78,0.5262,0.6934,0,0,461,"[""Zomato""]",5,3.4,14,0.6667,1
USR0508,moderate,"[22380, 20554, 18214, 17289, 25560, 19273]",20545.0,2774.0,-41.2,9890.54,0.5186,2,12,9,5.6,0.6,1,0.61,126,0.5858,0.7799,0,1,959,"[""Uber"", ""UrbanClap""]",6,4.4,24,1.0,0
USR0509,good,"[25719, 27530, 26961, 27303, 27769, 30829]",27685.17,1551.94,760.26,12206.52,0.5591,2,22,21,0.3,0.95,3,1.0,217,0.6937,0.7716,1,1,4161,"[""Swiggy"", ""UrbanClap""]",25,4.8,23,1.0,0
USR0510,good,"[41247, 44230, 42277, 40424, 45730, 41449]",42559.5,1845.66,104.49,18516.04,0.5649,3,13,11,1.6,0.87,4,0.87,200,0.668,0.741,1,1,7164,"[""UrbanClap"", ""Uber"", ""Swiggy""]",32,4.7,25,1.0,0
USR0511,risky,"[5549, 14491, 16942, 9141, 9735, 9601]",10909.83,3745.49,-51.69,7317.38,0.3293,1,18,9,11.2,0.39,0,0.3,74,0.4725,0.8585,0,0,104,"[""Dunzo""]",4,3.2,7,0.5,1
USR0512,risky,"[14701, 16400, 9128, 12465, 14011, 7508]",12368.83,3123.19,-1137.0,8942.48,0.277,1,13,6,14.5,0.2,0,0.42,65,0.5034,0.7566,0,0,320,"[""UrbanClap""]",10,3.3,5,0.3333,0
USR0513,moderate,"[24079, 23167, 19410, 19478, 19070, 23107]",21385.17,2093.44,-488.09,11863.87,0.4452,1,12,8,6.2,0.61,2,0.7,121,0.5583,0.813,1,1,1973,"[""UrbanClap""]",8,3.9,24,1.0,0
USR0514,good,"[24546, 26449, 24063, 25661, 25200, 25631]",25258.33,780.85,93.6,8679.47,0.6564,1,21,20,0.9,0.97,2,0.94,198,0.5736,0.7861,1,1,7964,"[""Dunzo""]",21,4.6,28,1.0,0
USR0515,good,"[18726, 19729, 21568, 19888, 20967, 20980]",20309.67,956.37,380.11,6395.69,0.6851,1,12,11,0.8,0.9,3,0.85,198,0.6412,0.7707,1,1,3375,"[""Ola""]",13,4.9,23,1.0,0
USR0516,moderate,"[29640, 34268, 26632, 23430, 24371, 24326]",27111.17,3800.47,-1698.94,12574.42,0.5362,2,13,8,3.2,0.78,1,0.79,131,0.5863,0.7352,1,0,2054,"[""Ola"", ""Swiggy""]",16,4.2,23,1.0,0
USR0517,good,"[25551, 24513, 25003, 25033, 25082, 23749]",24821.83,566.15,-207.8,8305.2,0.6654,2,13,11,1.1,0.84,4,0.96,192,0.6455,0.78,1,1,4561,"[""Uber"", ""UrbanClap""]",37,4.4,29,1.0,0
USR0518,risky,"[8976, 7669, 7922, 6386, 11885, 10696]",8922.33,1867.74,563.2,6196.35,0.3055,1,13,7,5.9,0.23,0,0.31,98,0.5566,0.8096,0,0,16,"[""Dunzo""]",9,3.5,17,1.0,1
USR0519,good,"[43583, 44434, 38372, 42394, 41088, 45107]",42496.33,2264.03,45.83,14880.82,0.6498,2,15,14,2.0,0.95,2,0.92,232,0.6639,0.7393,1,1,3253,"[""UrbanClap"", ""Zomato""]",42,4.6,26,1.0,0
USR0520,good,"[25882, 24327, 26206, 25242, 26970, 25141]",25628.0,844.43,93.14,10001.21,0.6098,2,19,18,0.5,0.92,3,0.93,190,0.5465,0.7638,1,1,2291,"[""Ola"", ""Dunzo""]",13,4.6,24,1.0,0
USR0521,good,"[35635, 34442, 33697, 32224, 32879, 33489]",33727.67,1094.48,-482.63,10566.39,0.6867,3,14,13,1.0,0.89,3,0.91,199,0.6525,0.7351,1,1,2519,"[""Swiggy"", ""Ola"", ""UrbanClap""]",38,4.9,26,1.0,0
USR0522,good,"[41786, 38254, 38933, 38710, 40595, 36138]",39069.33,1784.8,-612.57,10088.24,0.7418,1,20,17,0.9,0.92,3,0.82,185,0.5449,0.7493,1,1,4647,"[""Dunzo""]",21,5.0,24,1.0,0
USR0523,good,"[33357, 31876, 30812, 31204, 30895, 30244]",31398.0,1002.66,-517.6,8594.79,0.7263,2,23,22,0.8,0.81,3,0.94,180,0.6286,0.7229,1,1,6874,"[""Swiggy"", ""Zomato""]",39,4.8,27,1.0,0
USR0524,moderate,"[29742, 39442, 26824, 25068, 24264, 30965]",29384.17,5085.71,-1176.43,17108.54,0.4178,1,22,13,3.8,0.79,1,0.54,134,0.5705,0.7659,0,0,1852,"[""Dunzo""]",12,4.4,17,0.3333,0
USR0525,good,"[39615, 46647, 43452, 43224, 45695, 47892]",44420.83,2710.95,1094.31,15083.55,0.6604,2,23,19,1.0,0.81,2,0.9,190,0.7066,0.7813,1,1,2526,"[""Swiggy"", ""UrbanClap""]",14,4.5,23,1.0,0
USR0526,risky,"[7688, 12527, 10842, 10193, 9791, 13049]",10681.67,1780.89,512.8,6872.71,0.3566,1,12,3,13.5,0.28,0,0.21,77,0.4581,0.8034,0,0,69,"[""Ola""]",4,4.0,5,1.0,1
USR0527,moderate,"[27130, 29533, 26868, 27876, 26248, 28069]",27620.67,1049.98,-118.63,12195.11,0.5585,1,13,10,2.2,0.77,1,0.62,154,0.6931,0.7094,0,0,1891,"[""Zomato""]",20,4.3,15,1.0,0
USR0528,good,"[25350, 25865, 26111, 24452, 25522, 25712]",25502.0,528.01,-25.09,7848.04,0.6923,1,20,19,0.5,0.85,2,0.8,236,0.636,0.7002,1,1,3114,"[""Zomato""]",46,5.0,25,1.0,0
USR0529,risky,"[25484, 22501, 29803, 19081, 15637, 15132]",21273.0,5264.39,-2373.54,14833.97,0.3027,1,12,6,14.4,0.21,0,0.46,80,0.4771,0.6879,0,0,238,"[""UrbanClap""]",5,3.8,5,0.5,1
USR0530,risky,"[10763, 12417, 20347, 21244, 22691, 16179]",17273.5,4504.27,1679.97,11503.2,0.3341,1,14,6,5.4,0.32,0,0.38,70,0.4497,0.6804,0,0,251,"[""UrbanClap""]",6,3.8,8,1.0,0
USR0531,risky,"[12312, 10162, 7106, 11264, 15074, 9591]",10918.17,2456.25,151.11,8248.19,0.2445,1,13,4,14.7,0.3,0,0.17,86,0.3572,0.7933,0,0,420,"[""Ola""]",6,3.1,5,0.6667,1
USR0532,risky,"[27967, 14532, 10701, 17366, 15245, 22677]",18081.33,5693.13,-504.17,14610.31,0.192,1,21,13,11.8,0.46,0,0.28,79,0.5842,0.7517,0,0,464,"[""UrbanClap""]",7,3.8,8,0.1667,1
USR0533,moderate,"[16348, 16194, 17486, 16004, 11344, 20742]",16353.0,2762.37,169.66,9835.94,0.3985,3,22,16,6.5,0.53,2,0.58,132,0.5502,0.7005,0,1,1990,"[""Ola"", ""Uber"", ""UrbanClap""]",10,4.0,19,1.0,0
USR0534,moderate,"[18891, 18415, 13685, 16369, 16651, 17211]",16870.33,1684.78,-314.51,9607.3,0.4305,3,15,10,2.8,0.6,2,0.79,112,0.574,0.8241,1,0,2777,"[""Zomato"", ""Uber"", ""Swiggy""]",22,4.3,18,1.0,0
USR0535,moderate,"[12490, 14611, 14646, 11702, 17604, 21106]",15359.83,3181.74,1403.29,8319.85,0.4583,2,14,10,6.5,0.7,2,0.66,129,0.4832,0.7629,1,1,1382,"[""UrbanClap"", ""Swiggy""]",21,3.9,22,1.0,0
USR0536,good,"[40325, 41894, 32680, 36661, 37211, 35810]",37430.17,3003.73,-932.66,13337.31,0.6437,2,13,11,1.4,0.88,4,0.98,196,0.6354,0.7337,1,1,5585,"[""Ola"", ""Uber""]",15,4.8,26,1.0,0
USR0537,risky,"[18900, 19120, 13983, 16977, 18268, 11692]",16490.0,2751.65,-1017.2,12941.84,0.2152,1,21,12,9.1,0.39,0,0.47,75,0.5286,0.8026,0,0,370,"[""UrbanClap""]",5,3.8,5,0.8333,0
USR0538,good,"[42552, 42356, 46216, 43638, 45353, 43527]",43940.33,1406.78,322.51,13399.97,0.695,3,21,20,0.1,0.89,4,0.88,188,0.6584,0.7928,1,1,4017,"[""Ola"", ""Dunzo"", ""Zomato""]",42,4.5,28,1.0,0
USR0539,moderate,"[18732, 20533, 17385, 16958, 20342, 11738]",17614.67,2950.22,-1027.71,8511.77,0.5168,2,18,15,2.7,0.77,2,0.76,147,0.5697,0.796,1,0,1687,"[""Uber"", ""UrbanClap""]",12,4.2,22,0.8333,0
USR0540,good,"[20699, 21814, 20172, 21092, 20288, 21865]",20988.33,671.02,62.06,9039.21,0.5693,2,13,12,0.2,0.96,4,0.95,208,0.6621,0.7474,1,1,3067,"[""Uber"", ""Swiggy""]",16,5.0,26,1.0,0
USR0541,risky,"[13915, 29017, 11273, 17639, 17805, 14087]",17289.33,5712.03,-754.57,14288.95,0.1735,1,16,8,9.3,0.48,0,0.48,89,0.4322,0.7002,0,0,447,"[""Uber""]",3,3.6,6,0.3333,1
USR0542,moderate,"[30049, 31758, 30989, 30342, 31693, 21993]",29470.67,3403.07,-1174.91,12996.1,0.559,2,16,11,5.5,0.78,2,0.77,129,0.6148,0.7296,1,1,2053,"[""Swiggy"", ""UrbanClap""]",14,4.2,18,0.8333,0
USR0543,moderate,"[27289, 29987, 18481, 27392, 24908, 28648]",26117.5,3745.05,13.4,10483.31,0.5986,1,13,9,3.0,0.59,2,0.73,125,0.497,0.7548,0,0,1140,"[""Dunzo""]",21,4.3,18,0.6667,1
USR0544,good,"[20894, 21253, 21995, 23289, 20602, 21272]",21550.83,886.63,35.17,6469.12,0.6998,1,19,16,0.2,0.97,2,0.93,198,0.5878,0.7682,1,1,4990,"[""Zomato""]",35,4.4,27,1.0,0
USR0545,moderate,"[19031, 24479, 17630, 15969, 24535, 19308]",20158.67,3259.86,-3.09,9984.44,0.5047,1,16,10,6.6,0.78,1,0.67,122,0.6055,0.7618,1,0,2973,"[""Zomato""]",21,4.1,22,1.0,0
USR0546,moderate,"[19663, 16233, 31241, 22232, 21339, 33185]",23982.17,6139.18,2111.97,13950.04,0.4183,2,23,18,5.2,0.57,1,0.69,129,0.6357,0.7943,0,1,2248,"[""Zomato"", ""Dunzo""]",6,4.3,18,1.0,1
USR0547,good,"[32911, 36520, 33154, 28684, 35525, 28999]",32632.17,2961.47,-771.86,12845.18,0.6064,2,19,17,0.4,0.99,4,0.95,213,0.6547,0.8124,1,1,6187,"[""Dunzo"", ""Zomato""]",30,4.6,29,1.0,0
USR0548,good,"[25042, 23766, 25004, 21307, 24930, 25380]",24238.17,1404.15,42.43,10518.5,0.566,2,23,22,0.7,0.92,2,1.0,209,0.594,0.7323,1,1,2789,"[""Ola"", ""Dunzo""]",12,4.5,22,1.0,0
USR0549,good,"[29271, 31146, 30666, 31156, 31502, 32401]",31023.67,945.0,491.66,12835.76,0.5863,2,21,20,0.7,0.96,2,1.0,229,0.655,0.7708,1,1,7659,"[""UrbanClap"", ""Ola""]",17,4.4,24,1.0,0
USR0550,good,"[23549, 22745, 21565, 23450, 21606, 22543]",22576.33,785.63,-187.49,9317.0,0.5873,3,12,11,0.0,0.93,2,0.92,221,0.6276,0.7376,1,1,5244,"[""UrbanClap"", ""Dunzo"", ""Swiggy""]",38,4.4,28,1.0,0
USR0551,good,"[30136, 28826, 28997, 27080, 28517, 28875]",28738.5,898.68,-261.4,12654.02,0.5597,2,21,20,0.5,0.97,4,0.98,223,0.6397,0.7307,1,1,6979,"[""Uber"", ""UrbanClap""]",45,4.9,26,1.0,0
USR0552,good,"[33945, 38100, 37118, 37582, 37746, 39702]",37365.5,1729.71,805.34,10936.75,0.7073,1,19,17,1.0,0.92,3,0.8,235,0.6186,0.758,1,1,7404,"[""UrbanClap""]",40,4.6,29,1.0,0
USR0553,moderate,"[19119, 18429, 22326, 18723, 19975, 19462]",19672.33,1286.54,78.57,10957.99,0.443,3,15,11,6.1,0.71,1,0.51,123,0.4738,0.844,1,1,2970,"[""Uber"", ""Swiggy"", ""Zomato""]",15,4.3,20,1.0,1
USR0554,moderate,"[16710, 18813, 21954, 18671, 16663, 17857]",18444.67,1780.97,-114.23,9195.19,0.5015,3,15,11,6.9,0.63,1,0.66,134,0.5739,0.7215,0,1,2558,"[""Uber"", ""Zomato"", ""Ola""]",14,4.2,19,1.0,0
USR0555,good,"[31779, 33123, 36423, 31254, 34162, 34290]",33505.17,1720.2,300.09,11577.22,0.6545,1,16,14,0.6,0.95,4,0.86,229,0.6247,0.7149,1,1,2983,"[""Swiggy""]",31,4.8,24,1.0,0
USR0556,moderate,"[20789, 22045, 20829, 17345, 25720, 21730]",21409.67,2460.66,349.89,10881.72,0.4917,1,18,11,2.3,0.58,1,0.77,134,0.6362,0.7438,0,1,2564,"[""Ola""]",6,3.9,19,1.0,0
USR0557,moderate,"[20039, 17802, 13787, 21691, 18099, 18675]",18348.83,2425.73,56.43,10945.14,0.4035,2,13,9,5.6,0.78,1,0.6,150,0.6393,0.7789,0,0,1120,"[""Ola"", ""Uber""]",20,4.0,15,1.0,0
USR0558,moderate,"[26848, 23749, 19282, 19974, 19368, 21146]",21727.83,2746.71,-1170.31,12839.94,0.4091,3,14,11,2.3,0.75,1,0.68,114,0.5976,0.6977,0,0,1707,"[""Dunzo"", ""Swiggy"", ""Zomato""]",23,4.4,18,1.0,0
USR0559,moderate,"[33424, 20037, 25689, 31407, 32416, 34404]",29562.83,5093.05,1364.43,15480.98,0.4763,1,21,16,5.4,0.55,1,0.54,135,0.5104,0.7391,0,1,2343,"[""Uber""]",13,4.3,21,0.5,0
USR0560,good,"[35601, 30865, 30681, 29206, 31014, 32512]",31646.5,2011.89,-470.66,8525.3,0.7306,2,17,14,0.3,0.99,2,0.8,218,0.7271,0.7714,1,1,4388,"[""Swiggy"", ""Dunzo""]",17,4.8,23,1.0,0
USR0561,good,"[35625, 35298, 36049, 38773, 37907, 36802]",36742.33,1244.91,469.6,13783.73,0.6249,2,15,13,0.3,0.85,2,0.94,205,0.653,0.7572,1,1,2406,"[""Swiggy"", ""Dunzo""]",20,4.7,25,1.0,0
USR0562,risky,"[21832, 16061, 20860, 13817, 12422, 14249]",16540.17,3571.14,-1596.43,10705.45,0.3528,1,12,3,5.1,0.5,0,0.39,91,0.5477,0.8379,0,0,423,"[""Uber""]",7,3.6,7,0.5,1
USR0563,risky,"[22023, 11557, 16171, 13820, 11987, 17474]",15505.33,3596.46,-680.17,12079.19,0.221,1,15,7,11.2,0.31,0,0.41,82,0.4662,0.7105,0,0,299,"[""Zomato""]",6,3.5,16,0.1667,1
USR0564,moderate,"[11756, 13370, 12529, 19028, 15571, 12088]",14057.0,2548.9,421.77,8345.95,0.4063,3,21,17,4.6,0.6,1,0.75,130,0.4946,0.7291,1,1,1428,"[""Uber"", ""Swiggy"", ""UrbanClap""]",12,3.9,21,1.0,0
USR0565,moderate,"[27331, 31236, 30084, 24379, 19371, 27085]",26581.0,3907.03,-1215.14,13807.82,0.4805,2,23,17,6.8,0.52,2,0.5,126,0.539,0.7128,1,1,1869,"[""Uber"", ""Ola""]",10,3.9,18,1.0,0
USR0566,risky,"[10704, 9364, 10633, 11387, 11155, 12474]",10952.83,933.8,427.91,7307.99,0.3328,1,20,7,12.3,0.41,0,0.18,78,0.4103,0.7373,0,0,145,"[""Dunzo""]",9,3.0,8,1.0,0
USR0567,moderate,"[32806, 32236, 35885, 34623, 29472, 26745]",31961.17,3073.42,-1138.83,20205.38,0.3678,3,18,13,5.3,0.75,2,0.78,131,0.5379,0.7574,0,0,952,"[""Dunzo"", ""Zomato"", ""Uber""]",19,4.1,22,1.0,0
USR0568,good,"[29906, 30205, 29810, 31633, 32067, 33047]",31111.33,1217.92,660.4,11119.19,0.6426,1,15,14,0.2,0.89,2,0.88,214,0.671,0.7526,1,1,4552,"[""Swiggy""]",22,4.5,24,1.0,0
USR0569,risky,"[7899, 11775, 18325, 9866, 10177, 14809]",12141.83,3476.62,608.49,8617.04,0.2903,1,14,8,12.3,0.22,0,0.47,96,0.5445,0.7713,0,0,343,"[""Uber""]",1,3.6,7,0.5,1
USR0570,moderate,"[34961, 20620, 31467, 27598, 30214, 29817]",29112.83,4394.59,-23.06,13130.9,0.549,2,19,15,5.9,0.64,2,0.75,127,0.5893,0.7512,1,1,2301,"[""Uber"", ""UrbanClap""]",9,4.2,16,0.6667,0
USR0571,moderate,"[18263, 16184, 17012, 15592, 17716, 18546]",17218.83,1069.2,131.17,9815.18,0.43,2,14,10,4.2,0.79,2,0.73,137,0.5276,0.7466,0,0,658,"[""Dunzo"", ""UrbanClap""]",15,4.1,22,1.0,0
USR0572,risky,"[16096, 13992, 12835, 13614, 17675, 21104]",15886.0,2844.0,1053.37,12009.36,0.244,1,13,5,10.5,0.4,0,0.38,95,0.469,0.7784,0,0,405,"[""Uber""]",2,3.8,6,1.0,1
USR0573,moderate,"[31805, 28383, 33431, 29024, 27345, 32644]",30438.67,2290.64,-95.03,12767.43,0.5806,3,17,11,3.2,0.52,2,0.58,138,0.5189,0.7475,0,0,699,"[""Zomato"", ""Uber"", ""Dunzo""]",17,4.0,15,1.0,0
USR0574,moderate,"[24585, 23281, 23008, 29161, 27715, 31112]",26477.0,3056.35,1488.29,11544.59,0.564,2,17,13,6.4,0.55,2,0.73,118,0.5064,0.6286,0,0,2023,"[""Ola"", ""UrbanClap""]",7,4.1,23,1.0,0
USR0575,good,"[35525, 32101, 34755, 32751, 32375, 30839]",33057.67,1600.34,-703.2,12464.4,0.6229,1,20,18,0.1,0.92,2,0.91,214,0.635,0.7537,1,1,6226,"[""Swiggy""]",46,4.7,27,1.0,0
USR0576,risky,"[10876, 4415, 11851, 10505, 12022, 12144]",10302.17,2701.18,794.71,6468.64,0.3721,1,15,9,6.2,0.33,0,0.41,89,0.55,0.7162,0,0,136,"[""Ola""]",9,3.8,6,0.6667,0
USR0577,risky,"[11778, 15746, 20390, 17312, 19198, 7852]",15379.33,4343.37,-352.91,9533.28,0.3801,1,17,5,8.6,0.32,0,0.14,88,0.6486,0.7195,0,0,38,"[""Zomato""]",1,3.5,8,0.8333,0
USR0578,moderate,"[14757, 14701, 18179, 18151, 16939, 20438]",17194.17,2026.02,1002.6,7921.12,0.5393,3,15,9,3.8,0.53,2,0.63,127,0.5627,0.732,0,0,2093,"[""UrbanClap"", ""Ola"", ""Zomato""]",11,4.1,19,1.0,0
USR0579,risky,"[9812, 11855, 11530, 6215, 12053, 16116]",11263.5,2949.16,765.69,8382.51,0.2558,1,22,8,10.1,0.35,0,0.1,66,0.3702,0.7113,0,0,482,"[""Swiggy""]",4,3.1,7,0.6667,1
USR0580,good,"[26924, 27441, 27740, 27258, 26147, 28058]",27261.33,612.59,37.31,8095.27,0.703,3,21,19,0.0,0.91,3,0.97,202,0.6084,0.7353,1,1,2862,"[""Uber"", ""Dunzo"", ""UrbanClap""]",44,4.5,29,1.0,0
USR0581,good,"[28255, 30156, 29049, 29205, 29255, 26888]",28801.33,1018.54,-268.06,10173.36,0.6468,1,23,19,1.1,0.82,4,0.95,198,0.6486,0.7678,1,1,4960,"[""Swiggy""]",46,4.5,23,1.0,0
USR0582,moderate,"[26391, 27256, 20474, 23670, 20561, 16510]",22477.0,3716.4,-1894.11,13133.7,0.4157,3,20,16,2.7,0.72,2,0.6,135,0.566,0.8008,0,0,1092,"[""UrbanClap"", ""Ola"", ""Swiggy""]",21,4.5,15,1.0,0
USR0583,moderate,"[22179, 29636, 16716, 30661, 23161, 26929]",24880.33,4780.85,522.0,12145.29,0.5119,2,15,12,2.3,0.54,1,0.64,134,0.5605,0.7921,0,0,2568,"[""Dunzo"", ""Swiggy""]",15,4.2,20,0.6667,0
USR0584,moderate,"[20551, 20847, 18522, 25171, 21420, 16407]",20486.33,2691.09,-352.91,12282.95,0.4004,2,14,10,3.9,0.55,2,0.78,149,0.6052,0.7912,1,0,1284,"[""Swiggy"", ""Ola""]",12,4.3,16,1.0,0
USR0585,risky,"[18999, 25193, 18147, 14536, 12350, 20942]",18361.17,4174.39,-926.43,11099.36,0.3955,1,17,7,12.8,0.44,0,0.38,78,0.5008,0.8551,0,0,237,"[""Uber""]",10,3.3,7,1.0,1
USR0586,risky,"[23750, 11802, 10591, 27711, 27847, 19617]",20219.67,6960.5,1274.0,14445.22,0.2856,1,18,9,5.7,0.48,0,0.38,77,0.4731,0.7365,0,0,12,"[""Uber""]",1,3.2,12,0.5,1
USR0587,good,"[26755, 26488, 23984, 28797, 26095, 26170]",26381.5,1405.96,20.26,10625.87,0.5972,3,16,14,1.3,0.82,3,0.94,202,0.6004,0.7822,1,1,2472,"[""Dunzo"", ""Swiggy"", ""Ola""]",16,4.8,28,1.0,0
USR0588,good,"[30660, 27365, 29766, 30236, 32135, 28282]",29740.67,1559.67,82.57,9136.78,0.6928,3,23,21,1.4,0.86,2,1.0,192,0.5651,0.7141,1,1,7184,"[""Ola"", ""UrbanClap"", ""Swiggy""]",22,4.6,28,1.0,0
USR0589,risky,"[20914, 28401, 23884, 16544, 37465, 17977]",24197.5,7092.79,147.63,15057.21,0.3777,1,21,13,12.1,0.45,0,0.11,76,0.4948,0.7674,0,0,110,"[""Zomato""]",5,3.1,12,0.6667,1
USR0590,moderate,"[25268, 24386, 22602, 18115, 19058, 23508]",22156.17,2664.94,-836.31,9098.04,0.5894,3,15,9,3.1,0.73,1,0.7,143,0.4976,0.7393,1,0,1347,"[""Uber"", ""UrbanClap"", ""Zomato""]",17,4.1,24,1.0,0
USR0591,risky,"[3877, 9544, 14420, 10928, 17485, 13658]",11652.0,4303.65,1978.17,7914.64,0.3207,1,22,10,5.4,0.34,0,0.16,92,0.4419,0.7674,0,0,134,"[""Dunzo""]",10,3.7,10,1.0,1
USR0592,good,"[31212, 27565, 28225, 30753, 31530, 30432]",29952.83,1507.2,300.66,7844.68,0.7381,3,17,14,0.1,0.9,3,0.83,213,0.5965,0.7606,1,1,5049,"[""Uber"", ""Dunzo"", ""Ola""]",34,4.8,24,1.0,0
USR0593,risky,"[10870, 8840, 10338, 7549, 10757, 9720]",9679.0,1173.13,-79.66,8063.05,0.167,1,12,5,13.9,0.42,0,0.49,85,0.5078,0.8273,0,0,209,"[""Uber""]",1,3.2,8,1.0,0
USR0594,good,"[45687, 44763, 47256, 41294, 47235, 50017]",46042.0,2677.16,660.11,15137.17,0.6712,2,17,15,0.9,0.84,2,0.85,207,0.6338,0.774,1,1,7541,"[""Dunzo"", ""Swiggy""]",16,4.4,29,1.0,0
USR0595,moderate,"[25180, 25495, 28066, 30737, 26632, 29242]",27558.67,1998.68,754.06,16050.89,0.4176,1,21,15,4.2,0.58,2,0.79,117,0.4404,0.7999,1,1,2004,"[""Dunzo""]",17,4.3,15,1.0,0
USR0596,risky,"[16281, 10553, 12746, 15551, 7187, 13015]",12555.5,3053.16,-674.94,9393.31,0.2519,1,20,6,14.3,0.31,0,0.45,86,0.4266,0.7678,0,0,307,"[""UrbanClap""]",11,3.5,11,0.5,0
USR0597,moderate,"[20589, 16669, 15606, 16745, 14260, 20268]",17356.17,2324.69,-219.8,9905.27,0.4293,1,15,12,4.5,0.66,1,0.64,121,0.5799,0.7253,0,0,1067,"[""Swiggy""]",15,4.0,19,1.0,0
USR0598,good,"[38934, 37434, 36394, 41039, 36951, 40575]",38554.5,1774.53,325.74,12049.07,0.6875,1,21,18,0.6,0.93,3,0.84,184,0.5397,0.7076,1,1,3245,"[""UrbanClap""]",40,4.8,26,1.0,0
USR0599,moderate,"[25854, 20254, 22922, 27808, 24882, 24886]",24434.33,2365.16,398.0,15390.23,0.3701,3,17,12,2.1,0.8,2,0.78,122,0.593,0.7642,1,1,2964,"[""Swiggy"", ""Uber"", ""Ola""]",8,4.3,24,1.0,0
USR0600,moderate,"[27866, 26381, 22982, 21601, 29693, 25920]",25740.5,2748.55,-33.57,12685.08,0.5072,1,19,15,4.2,0.53,1,0.8,114,0.5753,0.6722,0,1,2979,"[""UrbanClap""]",10,4.2,23,1.0,0
USR0601,risky,"[12719, 19463, 13938, 15329, 11331, 19618]",15399.67,3167.19,328.29,12206.66,0.2073,1,18,5,11.9,0.36,0,0.29,87,0.4632,0.6918,0,0,337,"[""Zomato""]",2,3.5,17,1.0,0
USR0602,good,"[24308, 23799, 24243, 25535, 24489, 24827]",24533.5,542.5,170.2,9164.3,0.6265,3,19,16,0.8,0.88,2,0.9,214,0.6542,0.7495,1,1,6303,"[""Zomato"", ""Dunzo"", ""Swiggy""]",26,4.7,23,1.0,0
USR0603,moderate,"[18238, 32215, 30016, 27663, 29379, 34062]",28595.5,5062.32,1950.26,13434.34,0.5302,1,17,12,6.9,0.74,1,0.66,141,0.528,0.6663,1,1,1185,"[""Zomato""]",19,4.0,21,1.0,0
USR0604,good,"[18993, 16811, 17302, 17336, 19244, 18681]",18061.17,941.34,164.94,7621.95,0.578,2,23,21,0.2,0.92,4,0.99,234,0.6213,0.7564,1,1,4993,"[""Zomato"", ""Swiggy""]",47,4.6,22,1.0,0
